resolver grp,summary,num,prio
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on AUS-JUMPBOX01 is in a current state of: Down,INC0119851,2 - High
Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down,INC0119854,2 - High
Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down,INC0119855,2 - High
Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,INC0119856,2 - High
Service Desk,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119857,3 - Moderate
Windows Support, NODE ALERT: INBA-SCCM is Down,INC0119858,2 - High
Windows Support, NODE ALERT: INBA-FILE1 is Down,INC0119859,2 - High
Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,INC0119860,2 - High
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Critical	,INC0119861,2 - High
Service Desk,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,INC0119862,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,INC0119863,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119864,3 - Moderate
Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on sin-dfs01 is in a current state of: Down,INC0119865,2 - High
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Warning	,INC0119867,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on AUS-BIPRD-PUB01 is : 95 %,INC0119868,3 - Moderate
Service Desk,TIER 3 - Critical Device Down: IT-MIL-C1113-R01.wescoaircraft.com is Down,INC0119869,3 - Moderate
Network Support,TIER 3 - Critical Device Down: US-ORA-C1111-GKN-R01.wescoaircraft.com is Down,INC0119870,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119871,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,INC0119872,3 - Moderate
Windows Support, NODE ALERT: INBA-SCCM is Down,INC0119873,2 - High
Linux Support,Alert: Memory Utilization on tcmprd-ws06.tcmis.com is warning,INC0119874,3 - Moderate
Windows Support, NODE ALERT: INBA-FILE1 is Down,INC0119875,2 - High
Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,INC0119876,2 - High
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,INC0119877,3 - Moderate
Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB01 is Critical	,INC0119878,2 - High
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Warning	,INC0119880,3 - Moderate
Windows Support,Alert: CPU Utilization on GBVVSML0 is Critical	,INC0119881,2 - High
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119882,3 - Moderate
Windows Support, NODE ALERT: INBA-FILE1 is Down,INC0119883,2 - High
Windows Support, NODE ALERT: INBA-SCCM is Down,INC0119884,2 - High
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119885,3 - Moderate
Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,INC0119886,2 - High
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,INC0119887,3 - Moderate
Linux Support,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws06.tcmis.com is Down,INC0119889,2 - High
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119890,3 - Moderate
Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws06.tcmis.com is Down,INC0119891,2 - High
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,INC0119892,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,INC0119895,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119896,3 - Moderate
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,INC0119897,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119898,3 - Moderate
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Warning	,INC0119899,3 - Moderate
Linux Support,Alert: Memory Utilization on infprd-rdeck01.haasgroupintl.com is warning,INC0119900,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119902,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2960S-S01.wescoaircraft.com is Down,INC0119904,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,INC0119906,3 - Moderate
Network Support,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119908,3 - Moderate
Windows Support, NODE ALERT: INBA-FILE1 is Down,INC0119909,2 - High
Windows Support, NODE ALERT: INBA-SCCM is Down,INC0119910,2 - High
Windows Support,ESX ALERT: IDBA-ESX1.WESCOHQ.com is Down,INC0119912,2 - High
Service Desk,TIER 3 - Critical Device Down: IN-BAN-2921-R01.wescoaircraft.com is Down,INC0119913,3 - Moderate
Windows Support,Critical ALERT:  A Microsoft IIS component  on G-MOVEITT1 is in a current state of: Down,INC0119914,2 - High
Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,INC0119915,3 - Moderate
Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,INC0119919,3 - Moderate
Windows Support,Alert: CPU Utilization on AUS-BI02 is Critical	,INC0119920,2 - High
Linux Support,Alert: Memory Utilization on apexappdev-ora01 is warning,INC0119921,4 - Low
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on TXAU-AD01 is in a current state of: Down,INC0119922,2 - High
Windows Support,Alert: CPU Utilization on TXAU-AD01 is Critical	,INC0119923,2 - High
Linux Support,Alert: CPU Utilization on tcmprd-sso05.haasgroupintl.com is Critical,INC0119924,2 - High
Linux Support,Alert: CPU Utilization on tcmprd-sso02.haasgroupintl.com is Critical,INC0119925,2 - High
Linux Support,Alert: CPU Utilization on tcmprd-haasr07.tcmis.com is Critical,INC0119926,2 - High
Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 95 %,INC0119927,3 - Moderate
Network Support,TIER 3 - Critical Device Down: UK-RED-TZ300-F01 is Down,INC0119928,3 - Moderate
Windows Support,ALERT: Critical disk utilization in PLSVSDE0,INC0119929,2 - High
Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,INC0119930,3 - Moderate
Windows Support,ALERT: DISK SPACE on PLCVSMS0-C:\ Label: E24B5BD8 has currently 10 % is available,INC0119931,4 - Low
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,INC0119932,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBDVSMS0 is : 95 %,INC0119934,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,INC0119935,3 - Moderate
Backup Support,Alert Storage -Hardware component is in critical state - integration,INC0119937,3 - Moderate
Backup Support,Alert Storage -Hardware component is in critical state - integration,INC0119938,3 - Moderate
Backup Support,Alert Storage -Hardware component is in critical state - integration,INC0119939,3 - Moderate
Backup Support,Alert Storage -Hardware component is in critical state - integration,INC0119940,3 - Moderate
Linux Support,Alert: CPU Utilization on tcmprd-ws04.tcmis.com is Critical,INC0119941,2 - High
Linux Support,Alert: CPU Utilization on tcmprd-ws22.tcmis.com is Critical,INC0119942,2 - High
Windows Support,Alert: CPU Utilization on GBVVSML0 is Critical	,INC0119943,2 - High
Windows Support,Alert: CPU Utilization on SGSVSFS0 is Critical	,INC0119944,2 - High
Windows Support,Alert: CPU Utilization on CAV-TPC01 is Critical	,INC0119945,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on SINGAPORE-FILE1 is in a current state of: Down,INC0119951,2 - High
Windows Support, NODE ALERT: gbcr-dfs01 is Down,INC0119952,2 - High
Windows Support,Alert: CPU Utilization on CAV-TPC01 is Critical	,INC0119958,2 - High
Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on LON-DFS01 is in a current state of: Down,INC0119959,2 - High
Windows Support,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-MLEINPROD1 is in a current state of: Critical,INC0119960,2 - High
Windows Support,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-MLEINPROD1 is in a current state of: Critical,INC0119961,2 - High
Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 94 %,INC0119962,3 - Moderate
Network Support,TIER 3 - Critical Device Down: CA-QUE-BOM1-C1111-R01.wescoaircraft.com is Down,INC0119964,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on INBA-SCCM is in a current state of: Down,INC0119965,2 - High
Network Support,GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BOM: Saint-Laur?ent (Plant 1) - AMER - Retorno El Marques #4F Parque Industrial El Marques Bombardier,INC0119966,3 - Moderate
Network Support,TIER 3 - Critical Device Down: US-WIT-891-BCFT-R01.wescoaircraft.com is Down,INC0119967,3 - Moderate
Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - BCFT: Wichita - AMER - 370 North Webb Road 100 East Building 20, Wichita, KS 67206, USA",INC0119968,3 - Moderate
Network Support,TIER 3 - Critical Device Down: US-WIT-2960G-BCFT-S01.wescoaircraft.com is Down,INC0119969,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on yokneam-wds is in a current state of: Down,INC0119970,2 - High
Windows Support,Critical ALERT:  A Windows Server 2019 Services and Counters component  on TXAU-MLEINPROD1 is in a current state of: Critical,INC0119971,2 - High
MS SQL Database Support,Warning ALERT:  SQL Components component  on GBVVSDS0 shows Warning,INC0119973,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on PLWRDHCP1 is in a current state of: Down,INC0119974,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on PLWRWDS1 is in a current state of: Down,INC0119975,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on PLSVSDE0 is in a current state of: Down,INC0119976,2 - High
Network Support,TIER 3 - Critical Device Down: CN-SUZ-C1111-R01.wescoaircraft.com is Down,INC0119977,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on PLWRFILE1 is in a current state of: Down,INC0119978,2 - High
Windows Support,Alert: CPU Utilization on PLWRWDS1 is Critical	,INC0119979,2 - High
Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Suzhou - Suzhou, China",INC0119981,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBDVSAS0 is in a current state of: Down,INC0119982,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on PLCVSFP0 is in a current state of: Down,INC0119983,2 - High
Windows Support,Critical ALERT:  A Microsoft IIS component  on GBCR-FS01 is in a current state of: Down,INC0119984,2 - High
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Warning	,INC0119985,3 - Moderate
JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down,INC0119986,2 - High
JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted,INC0119987,4 - Low
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,INC0119988,3 - Moderate
JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted,INC0119989,4 - Low
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on GBVVSWW8 is in a current state of: Down,INC0119990,2 - High
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Warning	,INC0119991,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on TXAU-MLEINDEV4 is in a current state of: Down,INC0119993,2 - High
Linux Support,Alert: Memory Utilization on infpoc-oem01.tcmis.com is warning,INC0119994,4 - Low
Windows Support,Alert: CPU Utilization on AMER-AIMS17DEV is Critical	,INC0119995,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA6547 is in a current state of: Down,INC0119996,2 - High
Network Support,TIER 1 - CRITICAL ALERT: US-WIT-2960XR-IDF1-S01.wescoaircraft.com is Down,INC0119997,2 - High
Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,INC0120002,2 - High
Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Warning	,INC0120005,3 - Moderate
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on USAUMOVEITAUTO1 is in a current state of: Down,INC0120006,2 - High
JDE CNC Technical,Alert: CPU Utilization in VALJDELOG04 is Warning	,INC0120007,3 - Moderate
Windows Support,Alert: CPU Utilization on USAVSMS0 is Critical	,INC0120008,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on MXCH-FILE01 is in a current state of: Down,INC0120009,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on USVSNIMS01 is in a current state of: Down,INC0120010,2 - High
Windows Support,Critical ALERT:  A Baseline Services_Windows component  on StLouis-FS01 is in a current state of: Down,INC0120011,2 - High
Windows Support,Alert: CPU Utilization on GBCR-FS01 is Critical	,INC0120024,2 - High
Linux Support,Alert: CPU Utilization on tcmprd-ws21.tcmis.com is Critical,INC0120025,2 - High
Linux Support,Alert: CPU Utilization on tcmprd02-ws01.tcmis.com is Critical,INC0120026,2 - High
Linux Support,Alert: CPU Utilization on tcmprd-ws02.tcmis.com is Critical,INC0120027,2 - High
Windows Support,Warning Alert: Memory Utilization on VALFILE01V is : 94 %,INC0120033,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 94 %,INC0120039,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,INC0120042,3 - Moderate
Network Support,TIER 1 - CRITICAL ALERT: CA-MIS-4351-R01.wescoaircraft.com is Down,INC0120043,2 - High
Network Support,TIER 1 - CRITICAL ALERT: Interface Down on CA-MIS-2960X-CSW-S01.wescoaircraft.com,INC0120044,2 - High
Network Support,TIER 1 - CRITICAL ALERT: WAN Interface Unreachable on CA-MIS-4351-R01.wescoaircraft.com,INC0120045,2 - High
Windows Support,Alert: CPU Utilization on AUS-BI02 is Warning	,INC0120046,3 - Moderate
Network Support,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,INC0120047,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,INC0120048,3 - Moderate
Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,INC0120050,3 - Moderate
Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,INC0120052,2 - High
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,INC0120054,3 - Moderate
Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on sin-dfs01 is in a current state of: Down,INC0120056,2 - High
Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 95 %,INC0120057,3 - Moderate
Windows Support,Critical ALERT:  GROUP ALERT: Group is Down - APPLICATION - Qlik View,INC0120060,2 - High
Windows Support,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N1 is in a current state of: Down,INC0120061,2 - High
Windows Support,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N2 is in a current state of: Down,INC0120062,2 - High
Business Intelligence  Support ,WPM Critical Alert : A qlikview transaction state is Down,INC0120064,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - sca_customer_alignment.qvw transaction state is Down,INC0120065,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SCA_Supplier_Scorecard transaction state is Down,INC0120067,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - HARDWARE OPEN ORDERS.QVW transaction state is Down,INC0120068,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SALES_4_CORNER_DASHBOARD.QVW transaction state is Down,INC0120070,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_Delivery_Assurance_Dashboard transaction state is Down,INC0120071,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_FORECAST_ACCURACY.QVW transaction state is Down,INC0120072,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview _Access Point - HAAS ON TIME DELIVERY OOR OTD.QVW transaction state is Down,INC0120073,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down,INC0120074,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SIOP_OTD_Dashboard transaction state is Down,INC0120075,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - sca_buy_reqs.qvw transaction state is Down,INC0120076,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview _Access Point - SIOP_Forecast_Viewer transaction state is Down,INC0120077,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW transaction state is Down,INC0120078,2 - High
Business Intelligence  Support ,WPM Critical Alert : A Qlikview_Access Point - SCA_Procurement transaction state is Down,INC0120079,2 - High
Windows Support,Alert: CPU Utilization on AUS-BI01 is Critical	,INC0120080,2 - High
Windows Support,ALERT: DISK SPACE on TXAU-SQL19-N1-D:\ Label:Data 242E734E has currently 9 % is available,INC0120081,4 - Low
Linux Support,Alert: Memory Utilization on tcmprd-haasr04.tcmis.com is warning,INC0120083,3 - Moderate
